order_id,order_date,region,category,customer_id,units,gross_sales,discount,refunds,cost
57,2025-08-15,South,Home,274,2,90.0,4.5,0.0,52.2
58,2025-03-08,East,Technology,433,2,240.0,12.0,0.0,139.2
59,2025-03-22,West,Office,397,2,240.0,0.0,0.0,139.2
60,2025-12-08,East,Office,154,4,320.0,16.0,0.0,185.6
61,2025-08-19,South,Technology,158,1,120.0,0.0,0.0,69.6
62,2025-12-31,East,Technology,51,4,480.0,24.0,0.0,278.4
63,2025-03-16,West,Office,152,3,75.0,3.75,0.0,43.5
64,2025-11-26,East,Home,229,1,120.0,6.0,0.0,69.6
65,2025-06-14,East,Office,307,1,120.0,18.0,0.0,69.6
66,2025-06-10,South,Home,183,3,360.0,54.0,0.0,208.8
67,2025-11-14,West,Home,325,1,120.0,18.0,0.0,69.6
68,2025-03-31,South,Office,108,4,480.0,72.0,0.0,278.4
69,2025-01-23,East,Home,219,3,135.0,0.0,0.0,78.3
70,2025-06-15,South,Office,4,1,120.0,18.0,0.0,69.6
71,2025-08-23,North,Technology,228,4,100.0,15.0,0.0,58.0
72,2025-03-25,South,Technology,360,4,320.0,48.0,0.0,185.6
73,2025-10-10,West,Technology,292,3,75.0,11.25,0.0,43.5
74,2025-12-02,East,Office,114,5,225.0,33.75,0.0,130.5
75,2025-10-08,West,Office,430,1,25.0,0.0,0.0,14.5
76,2025-04-18,East,Technology,369,4,100.0,15.0,0.0,58.0
77,2025-05-05,East,Technology,104,2,160.0,24.0,0.0,92.8
78,2025-09-09,East,Technology,277,2,90.0,4.5,0.0,52.2
79,2025-01-20,West,Home,435,2,90.0,4.5,0.0,52.2
80,2025-07-19,South,Home,372,3,360.0,54.0,0.0,208.8
81,2025-05-07,North,Technology,194,5,125.0,18.75,0.0,72.5
82,2025-03-31,North,Office,387,1,120.0,18.0,0.0,69.6
83,2025-03-15,North,Office,196,4,480.0,24.0,0.0,278.4
84,2025-06-23,North,Office,223,2,160.0,0.0,0.0,92.8
85,2025-08-25,West,Home,264,5,600.0,90.0,0.0,348.0
86,2025-08-14,East,Office,437,4,180.0,27.0,0.0,104.4
87,2025-09-13,East,Technology,399,5,125.0,18.75,0.0,72.5
88,2025-04-16,East,Office,83,4,480.0,0.0,0.0,278.4
89,2025-06-15,North,Technology,73,3,240.0,12.0,0.0,139.2
90,2025-12-21,East,Home,204,2,90.0,13.5,0.0,52.2
91,2025-05-26,South,Home,263,5,225.0,33.75,0.0,130.5
92,2025-10-16,North,Home,166,5,125.0,18.75,0.0,72.5
93,2025-06-16,South,Home,433,5,125.0,6.25,0.0,72.5
94,2025-04-30,West,Technology,252,5,225.0,33.75,0.0,130.5
95,2025-08-19,East,Office,374,3,240.0,12.0,0.0,139.2
96,2025-02-13,East,Technology,409,4,320.0,48.0,0.0,185.6
97,2025-04-29,North,Office,171,3,135.0,6.75,0.0,78.3
98,2025-10-28,East,Home,431,4,100.0,0.0,0.0,58.0
99,2025-11-30,North,Home,445,4,100.0,0.0,0.0,58.0
100,2025-10-04,West,Home,139,4,320.0,16.0,0.0,185.6
101,2025-10-02,South,Office,287,5,225.0,11.25,0.0,130.5
102,2025-11-07,North,Office,401,5,400.0,0.0,400.0,232.0
103,2025-08-06,West,Technology,490,5,125.0,18.75,0.0,72.5
104,2025-03-22,East,Home,143,1,25.0,3.75,0.0,14.5
105,2025-07-23,South,Office,387,3,135.0,0.0,0.0,78.3
106,2025-01-11,East,Technology,227,2,90.0,0.0,0.0,52.2
107,2025-04-03,West,Home,218,1,25.0,0.0,0.0,14.5
108,2025-06-16,East,Office,381,2,160.0,24.0,0.0,92.8
109,2025-05-30,East,Office,422,1,80.0,12.0,0.0,46.4
110,2025-08-14,North,Technology,385,2,160.0,8.0,0.0,92.8
111,2025-04-25,West,Home,312,2,90.0,4.5,0.0,52.2
112,2025-11-03,West,Office,148,2,240.0,0.0,0.0,139.2
113,2025-03-10,North,Home,27,5,225.0,33.75,0.0,130.5
114,2025-11-06,North,Office,171,1,45.0,2.25,0.0,26.1
115,2025-05-20,East,Office,122,4,320.0,16.0,0.0,185.6
116,2025-10-24,South,Office,337,1,25.0,0.0,0.0,14.5
117,2025-10-01,South,Technology,407,1,45.0,2.25,0.0,26.1
118,2025-01-26,North,Office,276,4,320.0,16.0,0.0,185.6
119,2025-03-13,North,Office,281,3,360.0,18.0,0.0,208.8
120,2025-11-13,East,Technology,292,4,180.0,0.0,0.0,104.4
121,2025-05-20,East,Office,218,5,600.0,90.0,510.0,348.0
122,2025-10-06,East,Office,340,3,135.0,20.25,0.0,78.3
123,2025-04-25,South,Home,228,3,360.0,18.0,0.0,208.8
124,2025-12-08,East,Technology,244,2,90.0,4.5,0.0,52.2
125,2025-07-04,East,Technology,405,4,180.0,27.0,0.0,104.4
126,2025-10-15,South,Office,283,5,225.0,0.0,0.0,130.5
127,2025-04-04,East,Home,291,5,125.0,0.0,0.0,72.5
128,2025-10-24,East,Home,383,5,600.0,30.0,0.0,348.0
129,2025-09-19,North,Home,100,4,320.0,0.0,0.0,185.6
130,2025-05-08,South,Office,327,1,120.0,18.0,0.0,69.6
131,2025-12-18,West,Office,408,2,160.0,8.0,0.0,92.8
132,2025-07-28,South,Home,256,3,135.0,0.0,0.0,78.3
133,2025-07-13,West,Home,284,5,225.0,11.25,0.0,130.5
134,2025-02-27,West,Home,491,3,240.0,36.0,0.0,139.2
135,2025-11-12,West,Home,283,3,360.0,0.0,0.0,208.8
136,2025-02-06,South,Technology,235,4,180.0,0.0,0.0,104.4
137,2025-02-18,South,Technology,428,2,160.0,24.0,0.0,92.8
138,2025-09-15,West,Technology,466,1,80.0,12.0,0.0,46.4
139,2025-08-19,West,Technology,271,3,135.0,6.75,0.0,78.3
140,2025-02-27,West,Technology,118,3,75.0,3.75,0.0,43.5
141,2025-11-09,North,Technology,277,1,25.0,3.75,0.0,14.5
142,2025-07-21,West,Office,395,2,240.0,12.0,0.0,139.2
143,2025-06-04,South,Office,428,3,240.0,12.0,0.0,139.2
144,2025-03-30,East,Home,260,5,225.0,11.25,0.0,130.5
145,2025-09-16,South,Home,280,1,120.0,18.0,102.0,69.6
146,2025-11-03,East,Home,331,4,320.0,16.0,0.0,185.6
147,2025-01-05,West,Technology,363,5,400.0,20.0,0.0,232.0
148,2025-02-06,West,Home,233,5,225.0,0.0,0.0,130.5
149,2025-12-08,North,Home,165,4,100.0,0.0,0.0,58.0
150,2025-02-12,East,Home,129,1,120.0,6.0,0.0,69.6
151,2025-02-23,West,Technology,493,1,120.0,6.0,0.0,69.6
152,2025-03-06,North,Technology,375,3,360.0,0.0,0.0,208.8
153,2025-09-15,West,Home,89,5,225.0,33.75,0.0,130.5
154,2025-06-20,East,Home,124,1,45.0,0.0,0.0,26.1
155,2025-11-14,South,Home,320,3,360.0,18.0,0.0,208.8
156,2025-05-30,North,Technology,442,5,600.0,90.0,0.0,348.0
157,2025-06-17,West,Office,488,5,225.0,11.25,0.0,130.5
158,2025-06-24,South,Home,229,1,80.0,12.0,0.0,46.4
159,2025-11-16,South,Technology,8,5,400.0,60.0,0.0,232.0
160,2025-07-26,North,Home,386,5,600.0,90.0,0.0,348.0
161,2025-04-17,North,Office,121,5,400.0,20.0,0.0,232.0
162,2025-11-14,North,Technology,418,4,100.0,15.0,0.0,58.0
163,2025-06-29,North,Technology,17,3,135.0,0.0,135.0,78.3
164,2025-02-12,South,Technology,221,1,45.0,2.25,0.0,26.1
165,2025-02-04,West,Office,299,5,400.0,0.0,0.0,232.0
166,2025-06-07,North,Technology,324,1,25.0,3.75,0.0,14.5
167,2025-09-17,East,Office,262,2,240.0,0.0,0.0,139.2
168,2025-02-25,South,Office,7,1,25.0,3.75,0.0,14.5
169,2025-01-06,West,Office,163,1,80.0,12.0,0.0,46.4
170,2025-12-18,East,Technology,33,5,400.0,0.0,0.0,232.0
171,2025-01-23,East,Office,236,1,120.0,6.0,0.0,69.6
172,2025-05-19,East,Technology,470,2,240.0,12.0,0.0,139.2
173,2025-12-09,West,Office,143,5,600.0,0.0,0.0,348.0
174,2025-05-16,West,Technology,352,3,75.0,3.75,0.0,43.5
175,2025-06-06,North,Technology,63,1,80.0,0.0,0.0,46.4
176,2025-06-07,North,Office,38,4,320.0,48.0,0.0,185.6
177,2025-12-26,South,Technology,122,5,225.0,11.25,0.0,130.5
178,2025-01-01,East,Office,292,3,360.0,0.0,0.0,208.8
179,2025-12-21,South,Home,467,3,360.0,0.0,0.0,208.8
180,2025-09-20,North,Office,326,2,240.0,36.0,0.0,139.2
181,2025-08-07,West,Office,161,5,225.0,11.25,0.0,130.5
182,2025-03-29,East,Technology,486,4,180.0,0.0,0.0,104.4
183,2025-12-06,North,Office,184,3,360.0,0.0,0.0,208.8
184,2025-05-07,West,Technology,30,4,480.0,0.0,0.0,278.4
185,2025-07-27,North,Office,128,4,180.0,0.0,0.0,104.4
186,2025-07-25,East,Home,428,2,90.0,0.0,0.0,52.2
187,2025-02-18,North,Office,310,2,90.0,13.5,0.0,52.2
188,2025-02-14,South,Office,407,3,360.0,0.0,0.0,208.8
189,2025-07-29,South,Home,133,5,125.0,0.0,0.0,72.5
190,2025-08-10,West,Home,344,1,120.0,18.0,0.0,69.6
191,2025-12-19,North,Technology,334,2,240.0,36.0,0.0,139.2
192,2025-10-14,East,Office,261,1,45.0,2.25,0.0,26.1
193,2025-12-23,West,Technology,428,4,180.0,27.0,153.0,104.4
194,2025-09-26,South,Technology,136,2,240.0,36.0,0.0,139.2
195,2025-11-18,North,Technology,332,4,100.0,15.0,0.0,58.0
196,2025-01-03,West,Technology,474,5,400.0,60.0,0.0,232.0
197,2025-08-02,West,Home,6,1,120.0,0.0,0.0,69.6
198,2025-01-06,South,Office,92,2,50.0,0.0,0.0,29.0
199,2025-03-21,East,Office,24,5,225.0,11.25,0.0,130.5
200,2025-11-30,East,Home,306,4,100.0,15.0,0.0,58.0
201,2025-10-07,North,Office,163,3,360.0,18.0,0.0,208.8
202,2025-11-17,South,Home,373,2,50.0,7.5,0.0,29.0
203,2025-03-07,North,Office,424,3,360.0,0.0,0.0,208.8
204,2025-11-30,South,Home,356,4,100.0,15.0,0.0,58.0
205,2025-12-07,South,Office,237,2,50.0,7.5,0.0,29.0
206,2025-06-21,East,Technology,382,5,400.0,20.0,0.0,232.0
207,2025-06-09,West,Office,203,4,320.0,16.0,0.0,185.6
208,2025-11-25,North,Office,428,3,135.0,0.0,0.0,78.3
209,2025-02-02,South,Office,361,3,75.0,11.25,0.0,43.5
210,2025-06-18,East,Home,124,1,80.0,12.0,0.0,46.4
211,2025-11-15,East,Office,139,5,600.0,30.0,0.0,348.0
212,2025-03-16,West,Office,324,2,160.0,0.0,0.0,92.8
213,2025-10-30,South,Technology,56,1,25.0,1.25,0.0,14.5
214,2025-01-11,South,Office,414,3,135.0,20.25,114.75,78.3
215,2025-03-10,North,Office,368,2,90.0,13.5,0.0,52.2
216,2025-09-23,South,Home,291,2,160.0,8.0,0.0,92.8
217,2025-05-26,East,Office,103,5,400.0,60.0,0.0,232.0
218,2025-11-15,North,Home,218,2,50.0,7.5,0.0,29.0
219,2025-05-06,East,Office,37,5,225.0,0.0,0.0,130.5
220,2025-09-29,West,Home,143,4,480.0,0.0,0.0,278.4
221,2025-02-15,East,Office,111,2,90.0,4.5,0.0,52.2
222,2025-11-16,North,Office,363,2,240.0,36.0,0.0,139.2
223,2025-09-09,West,Home,328,2,90.0,13.5,0.0,52.2
224,2025-08-12,North,Home,135,5,225.0,11.25,0.0,130.5
225,2025-08-31,North,Home,142,4,100.0,5.0,0.0,58.0
226,2025-10-01,East,Home,443,4,100.0,5.0,0.0,58.0
227,2025-07-25,East,Technology,299,5,400.0,0.0,0.0,232.0
228,2025-04-17,North,Technology,189,2,90.0,13.5,0.0,52.2
229,2025-07-05,North,Technology,449,2,240.0,0.0,240.0,139.2
230,2025-05-31,South,Technology,483,3,75.0,0.0,0.0,43.5
231,2025-05-09,East,Home,130,5,125.0,0.0,0.0,72.5
232,2025-06-14,South,Home,365,3,135.0,20.25,0.0,78.3
233,2025-07-31,West,Office,41,3,360.0,54.0,0.0,208.8
234,2025-11-05,East,Office,322,2,240.0,36.0,0.0,139.2
235,2025-06-19,West,Office,180,3,360.0,18.0,0.0,208.8
236,2025-09-19,East,Home,56,2,90.0,13.5,0.0,52.2
237,2025-01-06,North,Home,244,3,135.0,0.0,0.0,78.3
238,2025-07-11,North,Home,263,4,180.0,0.0,0.0,104.4
239,2025-06-16,East,Technology,424,1,80.0,0.0,0.0,46.4
240,2025-03-23,West,Office,500,4,100.0,5.0,0.0,58.0
241,2025-07-15,South,Technology,186,3,240.0,0.0,0.0,139.2
242,2025-02-08,East,Home,103,3,75.0,3.75,0.0,43.5
243,2025-10-09,East,Home,325,4,100.0,0.0,100.0,58.0
244,2025-07-14,South,Technology,40,5,400.0,0.0,0.0,232.0
245,2025-03-12,East,Technology,222,3,75.0,0.0,0.0,43.5
246,2025-08-30,West,Home,11,1,80.0,12.0,0.0,46.4
247,2025-09-02,South,Office,457,1,120.0,0.0,0.0,69.6
248,2025-11-24,South,Office,485,3,360.0,18.0,0.0,208.8
249,2025-08-20,South,Technology,311,2,160.0,24.0,0.0,92.8
250,2025-04-04,East,Technology,339,5,125.0,18.75,0.0,72.5
251,2025-01-13,North,Home,197,4,100.0,5.0,0.0,58.0
252,2025-11-28,East,Office,16,4,480.0,72.0,0.0,278.4
253,2025-10-01,East,Technology,63,4,480.0,24.0,0.0,278.4
254,2025-02-12,North,Technology,246,5,225.0,0.0,0.0,130.5
255,2025-03-30,South,Office,449,2,90.0,0.0,0.0,52.2
256,2025-06-04,South,Home,92,1,25.0,1.25,0.0,14.5
257,2025-08-03,North,Home,435,1,120.0,6.0,0.0,69.6
258,2025-09-02,South,Home,63,5,400.0,60.0,0.0,232.0
259,2025-09-03,North,Technology,143,1,80.0,4.0,0.0,46.4
260,2025-02-14,North,Office,324,5,125.0,0.0,0.0,72.5
261,2025-04-02,East,Office,207,2,240.0,12.0,0.0,139.2
262,2025-03-06,North,Home,136,3,135.0,0.0,0.0,78.3
263,2025-07-06,West,Home,458,4,320.0,0.0,0.0,185.6
264,2025-07-30,East,Office,340,4,480.0,0.0,0.0,278.4
265,2025-06-06,West,Home,88,2,160.0,24.0,0.0,92.8
266,2025-11-30,West,Office,12,4,320.0,16.0,0.0,185.6
267,2025-05-30,South,Technology,68,4,100.0,0.0,0.0,58.0
268,2025-03-30,West,Technology,469,5,225.0,33.75,0.0,130.5
269,2025-02-10,East,Office,204,1,120.0,18.0,0.0,69.6
270,2025-05-31,South,Technology,490,5,400.0,0.0,0.0,232.0
271,2025-08-16,North,Technology,99,2,160.0,24.0,0.0,92.8
272,2025-03-13,South,Technology,378,4,320.0,48.0,0.0,185.6
273,2025-01-03,South,Technology,23,1,120.0,18.0,0.0,69.6
274,2025-05-21,South,Office,233,4,180.0,27.0,153.0,104.4
275,2025-11-27,North,Home,477,5,400.0,0.0,0.0,232.0
276,2025-06-25,East,Office,100,5,400.0,20.0,0.0,232.0
277,2025-10-17,North,Technology,82,4,180.0,9.0,0.0,104.4
278,2025-08-23,East,Home,242,3,240.0,36.0,0.0,139.2
279,2025-08-01,West,Office,33,4,180.0,27.0,0.0,104.4
280,2025-05-04,East,Office,275,3,75.0,3.75,0.0,43.5
281,2025-12-14,West,Home,496,1,45.0,2.25,0.0,26.1
282,2025-03-08,South,Office,241,2,240.0,0.0,240.0,139.2
283,2025-06-28,East,Technology,84,5,400.0,60.0,0.0,232.0
284,2025-01-14,West,Office,144,3,240.0,0.0,0.0,139.2
285,2025-04-29,North,Office,300,5,600.0,30.0,0.0,348.0
286,2025-06-01,West,Home,163,1,120.0,18.0,0.0,69.6
287,2025-03-24,West,Office,235,5,225.0,0.0,0.0,130.5
288,2025-05-06,North,Office,476,5,125.0,18.75,0.0,72.5
289,2025-10-24,South,Technology,275,3,360.0,54.0,0.0,208.8
290,2025-09-27,East,Office,156,2,50.0,0.0,0.0,29.0
291,2025-05-31,North,Home,168,3,135.0,6.75,0.0,78.3
292,2025-06-06,North,Home,149,4,480.0,72.0,0.0,278.4
293,2025-05-02,South,Technology,448,4,180.0,27.0,0.0,104.4
294,2025-09-30,North,Technology,245,3,240.0,12.0,0.0,139.2
295,2025-01-17,East,Home,171,5,400.0,60.0,0.0,232.0
296,2025-01-01,East,Home,184,5,600.0,90.0,0.0,348.0
297,2025-12-22,North,Technology,444,5,400.0,60.0,0.0,232.0
298,2025-05-28,North,Office,230,4,180.0,0.0,0.0,104.4
299,2025-09-13,South,Technology,124,4,100.0,15.0,0.0,58.0
300,2025-02-17,North,Office,153,4,320.0,0.0,0.0,185.6
301,2025-07-26,North,Office,463,5,225.0,0.0,0.0,130.5
302,2025-01-03,West,Home,261,3,240.0,36.0,0.0,139.2
303,2025-08-10,North,Technology,234,2,90.0,4.5,0.0,52.2
304,2025-03-18,West,Office,275,4,180.0,9.0,0.0,104.4
305,2025-01-24,East,Office,438,2,50.0,2.5,0.0,29.0
306,2025-09-01,South,Office,203,4,100.0,0.0,0.0,58.0
307,2025-08-19,East,Office,297,5,125.0,18.75,0.0,72.5
308,2025-06-26,North,Technology,58,4,480.0,24.0,0.0,278.4
309,2025-12-19,West,Home,393,1,80.0,12.0,0.0,46.4
310,2025-03-25,North,Technology,191,4,100.0,5.0,0.0,58.0
311,2025-10-21,East,Technology,66,5,125.0,18.75,0.0,72.5
312,2025-04-25,South,Home,337,4,180.0,0.0,0.0,104.4
313,2025-07-17,East,Technology,3,5,225.0,33.75,0.0,130.5
314,2025-11-03,North,Technology,329,2,50.0,0.0,0.0,29.0
315,2025-12-24,West,Home,284,3,75.0,3.75,0.0,43.5
316,2025-01-07,East,Technology,145,1,120.0,6.0,0.0,69.6
317,2025-09-29,West,Home,38,5,600.0,30.0,0.0,348.0
318,2025-04-14,North,Home,68,1,80.0,4.0,0.0,46.4
319,2025-10-19,North,Office,116,2,50.0,0.0,0.0,29.0
320,2025-03-25,West,Technology,478,5,125.0,18.75,0.0,72.5
321,2025-10-25,North,Technology,78,4,480.0,24.0,0.0,278.4
322,2025-05-08,North,Home,160,4,100.0,0.0,0.0,58.0
323,2025-06-11,East,Home,175,1,45.0,2.25,0.0,26.1
324,2025-12-20,South,Home,425,5,400.0,20.0,0.0,232.0
325,2025-09-04,West,Home,115,3,240.0,0.0,0.0,139.2
326,2025-05-08,West,Technology,326,3,75.0,0.0,0.0,43.5
327,2025-04-29,East,Technology,426,4,480.0,24.0,0.0,278.4
328,2025-08-18,East,Office,381,2,90.0,0.0,0.0,52.2
329,2025-04-08,North,Office,488,3,240.0,0.0,0.0,139.2
330,2025-03-16,West,Home,358,4,320.0,16.0,0.0,185.6
331,2025-02-06,North,Office,103,2,50.0,2.5,0.0,29.0
332,2025-01-15,North,Office,272,1,80.0,4.0,0.0,46.4
333,2025-01-14,West,Home,418,5,225.0,0.0,0.0,130.5
334,2025-01-07,North,Technology,20,4,320.0,16.0,0.0,185.6
335,2025-12-14,North,Technology,143,1,45.0,2.25,0.0,26.1
336,2025-12-29,West,Office,4,5,400.0,0.0,0.0,232.0
337,2025-04-24,East,Technology,431,1,25.0,0.0,0.0,14.5
338,2025-03-31,West,Office,22,5,125.0,0.0,0.0,72.5
339,2025-06-05,West,Home,397,3,360.0,18.0,0.0,208.8
340,2025-03-18,North,Technology,405,5,600.0,30.0,0.0,348.0
341,2025-08-11,East,Office,104,2,160.0,0.0,0.0,92.8
342,2025-04-21,South,Technology,464,1,80.0,0.0,0.0,46.4
343,2025-11-25,South,Office,140,5,125.0,6.25,118.75,72.5
344,2025-04-22,North,Office,200,1,120.0,18.0,0.0,69.6
345,2025-11-22,East,Office,10,3,360.0,54.0,0.0,208.8
346,2025-10-23,West,Office,383,2,160.0,0.0,0.0,92.8
347,2025-09-01,South,Office,198,3,75.0,3.75,0.0,43.5
348,2025-10-12,South,Office,52,4,320.0,48.0,0.0,185.6
349,2025-03-08,East,Home,426,5,600.0,30.0,0.0,348.0
350,2025-02-17,South,Home,372,2,50.0,0.0,0.0,29.0
351,2025-11-03,North,Technology,349,4,100.0,15.0,0.0,58.0
352,2025-08-01,East,Technology,90,2,160.0,0.0,160.0,92.8
353,2025-09-18,West,Office,168,2,160.0,0.0,160.0,92.8
354,2025-07-26,East,Technology,189,1,25.0,3.75,0.0,14.5
355,2025-01-08,West,Office,288,4,180.0,27.0,0.0,104.4
356,2025-12-12,West,Office,84,5,125.0,6.25,0.0,72.5
357,2025-01-27,West,Technology,345,3,135.0,0.0,0.0,78.3
358,2025-04-22,North,Office,40,4,480.0,72.0,0.0,278.4
359,2025-06-11,North,Technology,82,1,80.0,12.0,0.0,46.4
360,2025-07-02,East,Technology,428,5,400.0,60.0,0.0,232.0
361,2025-06-07,East,Technology,72,4,180.0,27.0,0.0,104.4
362,2025-08-22,West,Technology,149,2,160.0,24.0,0.0,92.8
363,2025-02-24,South,Home,216,4,320.0,16.0,304.0,185.6
364,2025-02-11,East,Home,156,1,45.0,6.75,0.0,26.1
365,2025-12-26,East,Office,297,5,125.0,6.25,0.0,72.5
366,2025-01-05,South,Home,200,3,135.0,20.25,0.0,78.3
367,2025-01-13,East,Home,370,1,25.0,0.0,0.0,14.5
368,2025-04-29,South,Office,333,2,160.0,8.0,0.0,92.8
369,2025-01-09,East,Office,341,5,400.0,0.0,0.0,232.0
370,2025-05-24,South,Home,166,1,80.0,4.0,0.0,46.4
371,2025-06-25,East,Technology,32,2,90.0,4.5,0.0,52.2
372,2025-07-19,West,Technology,248,4,180.0,0.0,0.0,104.4
373,2025-06-02,North,Technology,372,4,100.0,15.0,0.0,58.0
374,2025-03-30,East,Office,485,5,225.0,11.25,0.0,130.5
375,2025-08-04,West,Technology,74,4,320.0,0.0,0.0,185.6
376,2025-07-28,East,Office,97,3,360.0,0.0,0.0,208.8
377,2025-03-17,West,Office,134,3,135.0,6.75,0.0,78.3
378,2025-05-06,North,Office,91,1,45.0,6.75,0.0,26.1
379,2025-11-14,West,Technology,343,2,160.0,0.0,0.0,92.8
380,2025-06-11,West,Home,36,3,135.0,6.75,0.0,78.3
381,2025-06-11,North,Technology,230,5,125.0,6.25,0.0,72.5
382,2025-04-17,North,Technology,259,3,75.0,0.0,0.0,43.5
383,2025-07-03,East,Home,206,5,225.0,0.0,0.0,130.5
384,2025-09-24,North,Office,327,3,360.0,54.0,0.0,208.8
385,2025-06-15,East,Technology,110,5,125.0,18.75,0.0,72.5
386,2025-05-10,North,Home,45,5,600.0,0.0,0.0,348.0
387,2025-02-22,South,Home,4,4,320.0,0.0,0.0,185.6
388,2025-01-25,West,Office,236,2,90.0,13.5,0.0,52.2
389,2025-04-12,South,Home,102,4,180.0,9.0,0.0,104.4
390,2025-08-02,South,Home,254,2,90.0,4.5,0.0,52.2
391,2025-10-11,East,Office,115,2,50.0,7.5,0.0,29.0
392,2025-01-16,East,Home,52,1,80.0,12.0,0.0,46.4
393,2025-08-17,East,Technology,188,1,45.0,0.0,0.0,26.1
394,2025-01-22,South,Office,188,1,25.0,0.0,0.0,14.5
395,2025-11-15,East,Office,56,5,400.0,20.0,0.0,232.0
396,2025-04-04,North,Home,139,5,400.0,20.0,0.0,232.0
397,2025-05-17,East,Office,63,3,360.0,54.0,0.0,208.8
398,2025-12-04,East,Home,293,3,135.0,0.0,0.0,78.3
399,2025-05-25,North,Office,16,5,125.0,6.25,0.0,72.5
400,2025-09-06,East,Office,462,5,600.0,30.0,0.0,348.0
401,2025-02-04,South,Technology,267,4,180.0,27.0,0.0,104.4
402,2025-08-03,North,Technology,225,5,125.0,0.0,0.0,72.5
403,2025-08-25,North,Technology,446,2,160.0,8.0,0.0,92.8
404,2025-05-28,North,Technology,105,1,120.0,6.0,0.0,69.6
405,2025-12-02,South,Home,422,4,180.0,27.0,0.0,104.4
