shipment_id,month,carrier,region,promised_days,actual_days,complete
258,2025-09,Carrier A,South,3,1,1
259,2025-09,Carrier C,East,3,3,1
260,2025-02,Carrier C,South,3,2,1
261,2025-04,Carrier C,West,3,3,1
262,2025-03,Carrier A,West,3,2,1
263,2025-07,Carrier C,East,3,6,1
264,2025-07,Carrier B,South,3,2,1
265,2025-06,Carrier C,East,3,5,1
266,2025-11,Carrier B,East,3,2,1
267,2025-05,Carrier C,North,3,3,1
268,2025-03,Carrier C,East,3,3,1
269,2025-02,Carrier C,East,3,4,1
270,2025-05,Carrier C,West,3,6,1
271,2025-08,Carrier B,East,3,3,0
272,2025-03,Carrier A,North,3,2,0
273,2025-01,Carrier B,East,3,1,1
274,2025-05,Carrier A,North,3,2,1
275,2025-11,Carrier A,South,3,2,1
276,2025-06,Carrier B,North,3,3,1
277,2025-10,Carrier A,South,3,3,1
278,2025-08,Carrier A,South,3,3,1
279,2025-08,Carrier A,South,3,4,0
280,2025-05,Carrier C,West,3,5,1
281,2025-12,Carrier B,East,3,4,1
282,2025-03,Carrier B,North,3,2,1
283,2025-06,Carrier B,North,3,3,1
284,2025-01,Carrier B,West,3,2,1
285,2025-04,Carrier A,West,3,2,1
286,2025-06,Carrier C,East,3,4,1
287,2025-03,Carrier B,North,3,4,1
288,2025-05,Carrier A,East,3,4,1
289,2025-10,Carrier A,South,3,2,1
290,2025-09,Carrier C,West,3,6,1
291,2025-05,Carrier B,West,3,2,1
292,2025-06,Carrier C,East,3,5,1
293,2025-05,Carrier C,South,3,6,1
294,2025-09,Carrier B,West,3,1,1
295,2025-01,Carrier C,East,3,2,1
296,2025-01,Carrier C,West,3,3,1
297,2025-12,Carrier B,West,3,3,1
298,2025-05,Carrier B,South,3,3,1
299,2025-09,Carrier A,West,3,4,1
300,2025-02,Carrier A,South,3,3,1
301,2025-07,Carrier B,East,3,3,1
302,2025-01,Carrier A,East,3,3,1
303,2025-08,Carrier A,South,3,2,1
304,2025-03,Carrier B,East,3,3,1
305,2025-01,Carrier B,West,3,3,1
306,2025-09,Carrier B,North,3,4,1
307,2025-08,Carrier B,North,3,3,1
308,2025-06,Carrier C,West,3,6,1
309,2025-12,Carrier B,West,3,3,1
310,2025-03,Carrier A,West,3,2,1
311,2025-10,Carrier C,South,3,2,1
312,2025-04,Carrier A,East,3,1,1
313,2025-07,Carrier A,South,3,2,1
314,2025-11,Carrier C,West,3,6,1
315,2025-12,Carrier B,West,3,3,1
316,2025-01,Carrier B,East,3,4,1
317,2025-09,Carrier C,South,3,2,1
318,2025-04,Carrier B,North,3,3,1
319,2025-10,Carrier A,South,3,1,0
320,2025-03,Carrier A,West,3,4,1
321,2025-10,Carrier B,South,3,2,1
322,2025-05,Carrier A,North,3,2,1
323,2025-06,Carrier C,North,3,4,1
324,2025-12,Carrier C,South,3,3,0
325,2025-09,Carrier C,East,3,4,1
326,2025-05,Carrier A,West,3,4,1
327,2025-04,Carrier C,North,3,2,1
328,2025-08,Carrier B,North,3,4,1
329,2025-04,Carrier A,South,3,3,1
330,2025-03,Carrier B,West,3,2,1
331,2025-02,Carrier B,East,3,2,1
332,2025-01,Carrier A,East,3,2,1
333,2025-01,Carrier A,South,3,2,1
334,2025-01,Carrier C,West,3,5,1
335,2025-12,Carrier C,North,3,4,1
336,2025-12,Carrier A,South,3,4,1
337,2025-04,Carrier A,South,3,2,1
338,2025-03,Carrier C,North,3,3,1
339,2025-06,Carrier B,West,3,3,1
340,2025-03,Carrier C,West,3,5,1
341,2025-08,Carrier B,East,3,3,1
342,2025-04,Carrier C,East,3,3,1
343,2025-11,Carrier A,South,3,3,1
344,2025-04,Carrier C,South,3,5,1
345,2025-11,Carrier C,West,3,2,1
346,2025-10,Carrier A,North,3,3,1
347,2025-09,Carrier C,West,3,4,1
348,2025-10,Carrier B,West,3,3,1
349,2025-03,Carrier C,West,3,4,1
350,2025-02,Carrier A,East,3,1,1
351,2025-11,Carrier C,North,3,3,1
352,2025-08,Carrier C,North,3,5,1
353,2025-09,Carrier B,East,3,1,1
354,2025-07,Carrier A,North,3,3,1
355,2025-01,Carrier B,West,3,2,1
356,2025-12,Carrier B,South,3,2,0
357,2025-01,Carrier C,West,3,3,1
358,2025-04,Carrier C,South,3,3,1
359,2025-06,Carrier C,West,3,3,1
360,2025-07,Carrier C,North,3,5,1
361,2025-06,Carrier A,East,3,2,1
362,2025-08,Carrier A,West,3,3,1
363,2025-02,Carrier A,South,3,3,1
364,2025-02,Carrier B,South,3,2,1
365,2025-12,Carrier A,West,3,4,1
366,2025-01,Carrier A,West,3,1,1
367,2025-01,Carrier A,South,3,2,0
368,2025-04,Carrier C,West,3,2,1
369,2025-01,Carrier B,West,3,3,1
370,2025-05,Carrier C,North,3,6,1
371,2025-06,Carrier A,North,3,4,1
372,2025-07,Carrier A,North,3,3,0
373,2025-06,Carrier C,North,3,4,1
374,2025-03,Carrier A,North,3,1,1
375,2025-08,Carrier C,North,3,3,1
376,2025-07,Carrier A,South,3,3,1
377,2025-03,Carrier B,North,3,4,1
378,2025-05,Carrier A,North,3,2,1
379,2025-11,Carrier B,East,3,3,1
380,2025-06,Carrier A,South,3,3,1
381,2025-06,Carrier C,North,3,5,1
382,2025-04,Carrier C,South,3,5,1
383,2025-07,Carrier A,North,3,1,1
384,2025-09,Carrier A,North,3,2,1
385,2025-06,Carrier A,South,3,2,1
386,2025-05,Carrier B,West,3,2,1
387,2025-02,Carrier B,South,3,2,1
388,2025-01,Carrier C,South,3,3,1
389,2025-04,Carrier C,South,3,3,1
390,2025-08,Carrier B,North,3,3,1
391,2025-10,Carrier A,North,3,2,1
392,2025-01,Carrier C,South,3,2,1
393,2025-08,Carrier B,North,3,1,1
394,2025-01,Carrier B,North,3,3,1
395,2025-11,Carrier C,South,3,2,1
396,2025-04,Carrier A,North,3,3,1
397,2025-05,Carrier B,West,3,3,1
398,2025-12,Carrier B,South,3,2,1
399,2025-05,Carrier B,West,3,2,1
400,2025-09,Carrier C,West,3,3,1
401,2025-02,Carrier B,South,3,1,1
402,2025-08,Carrier B,East,3,4,1
403,2025-08,Carrier A,East,3,3,1
404,2025-05,Carrier A,West,3,3,1
405,2025-12,Carrier C,East,3,4,1
406,2025-07,Carrier C,North,3,3,1
407,2025-03,Carrier C,East,3,5,0
408,2025-07,Carrier C,East,3,6,1
409,2025-07,Carrier A,West,3,2,1
410,2025-04,Carrier B,North,3,3,1
411,2025-09,Carrier A,South,3,1,1
412,2025-12,Carrier B,North,3,4,1
413,2025-06,Carrier B,East,3,1,1
414,2025-08,Carrier C,East,3,3,1
415,2025-01,Carrier B,East,3,3,0
416,2025-12,Carrier C,South,3,3,1
417,2025-11,Carrier B,North,3,2,1
418,2025-06,Carrier C,South,3,6,1
419,2025-06,Carrier C,South,3,6,1
420,2025-10,Carrier B,West,3,3,1
421,2025-11,Carrier A,South,3,1,1
422,2025-01,Carrier C,West,3,4,1
423,2025-01,Carrier A,West,3,2,1
424,2025-03,Carrier B,North,3,3,1
425,2025-09,Carrier C,West,3,2,1
426,2025-09,Carrier A,West,3,2,1
427,2025-06,Carrier A,West,3,1,1
428,2025-05,Carrier C,West,3,3,1
429,2025-06,Carrier C,East,3,3,1
430,2025-06,Carrier B,West,3,3,1
431,2025-04,Carrier A,East,3,2,1
432,2025-06,Carrier B,West,3,4,1
433,2025-06,Carrier C,East,3,2,1
434,2025-01,Carrier C,West,3,4,0
435,2025-08,Carrier B,South,3,2,1
436,2025-05,Carrier C,East,3,6,1
437,2025-09,Carrier C,West,3,3,1
438,2025-08,Carrier C,East,3,4,1
439,2025-01,Carrier A,South,3,2,0
440,2025-11,Carrier B,East,3,3,1
441,2025-08,Carrier B,West,3,4,1
442,2025-09,Carrier B,North,3,4,1
443,2025-02,Carrier B,North,3,2,1
444,2025-08,Carrier B,North,3,2,1
445,2025-03,Carrier C,East,3,5,1
446,2025-11,Carrier C,West,3,5,1
447,2025-03,Carrier A,West,3,2,1
448,2025-03,Carrier A,North,3,4,1
449,2025-06,Carrier A,South,3,3,1
450,2025-06,Carrier B,South,3,2,0
451,2025-08,Carrier C,West,3,4,1
452,2025-03,Carrier A,South,3,4,1
453,2025-12,Carrier C,East,3,3,1
454,2025-09,Carrier B,South,3,3,1
455,2025-02,Carrier B,North,3,1,1
456,2025-09,Carrier C,North,3,3,1
457,2025-10,Carrier A,South,3,4,1
458,2025-04,Carrier B,West,3,3,1
459,2025-11,Carrier A,North,3,3,1
460,2025-02,Carrier B,East,3,3,1
461,2025-09,Carrier A,East,3,3,1
462,2025-01,Carrier A,South,3,3,1
463,2025-10,Carrier C,East,3,3,1
464,2025-04,Carrier C,West,3,3,1
465,2025-09,Carrier A,South,3,2,1
466,2025-07,Carrier B,East,3,3,1
467,2025-01,Carrier C,East,3,3,1
468,2025-05,Carrier B,South,3,2,1
469,2025-03,Carrier B,North,3,2,1
470,2025-10,Carrier A,North,3,2,1
471,2025-09,Carrier B,South,3,1,1
472,2025-06,Carrier B,North,3,2,1
473,2025-11,Carrier C,South,3,6,1
474,2025-02,Carrier A,West,3,2,1
475,2025-01,Carrier B,South,3,4,1
476,2025-10,Carrier A,West,3,2,1
477,2025-07,Carrier C,North,3,3,1
478,2025-09,Carrier A,West,3,2,1
479,2025-04,Carrier C,East,3,3,1
480,2025-10,Carrier B,East,3,4,1
481,2025-10,Carrier C,North,3,6,0
482,2025-03,Carrier B,West,3,4,1
483,2025-08,Carrier C,South,3,4,1
484,2025-03,Carrier A,South,3,1,1
485,2025-06,Carrier C,West,3,3,1
486,2025-09,Carrier B,West,3,1,1
487,2025-06,Carrier A,East,3,3,1
488,2025-05,Carrier C,West,3,6,1
489,2025-09,Carrier B,West,3,3,1
490,2025-03,Carrier B,East,3,1,1
491,2025-07,Carrier C,North,3,2,1
492,2025-02,Carrier A,South,3,2,1
493,2025-03,Carrier B,South,3,4,0
494,2025-05,Carrier C,West,3,6,1
495,2025-05,Carrier B,South,3,3,1
496,2025-02,Carrier A,West,3,3,1
497,2025-08,Carrier A,East,3,4,1
498,2025-04,Carrier C,East,3,3,1
499,2025-07,Carrier B,North,3,2,1
500,2025-04,Carrier B,East,3,3,1
501,2025-12,Carrier A,West,3,1,1
502,2025-02,Carrier C,West,3,3,1
503,2025-01,Carrier A,East,3,4,1
504,2025-12,Carrier B,North,3,3,1
505,2025-06,Carrier B,East,3,2,1
506,2025-03,Carrier A,East,3,4,1
507,2025-03,Carrier C,East,3,6,1
508,2025-06,Carrier B,South,3,2,1
509,2025-10,Carrier C,West,3,5,1
510,2025-05,Carrier B,East,3,3,1
511,2025-07,Carrier B,North,3,2,1
512,2025-12,Carrier B,East,3,2,1
513,2025-01,Carrier C,North,3,6,1
514,2025-12,Carrier A,South,3,4,1
515,2025-11,Carrier B,West,3,2,1
516,2025-01,Carrier C,West,3,5,1
517,2025-02,Carrier A,East,3,4,1
518,2025-06,Carrier C,East,3,3,1
519,2025-03,Carrier B,North,3,2,1
520,2025-06,Carrier B,North,3,2,1
521,2025-08,Carrier A,East,3,4,1
522,2025-02,Carrier A,East,3,2,1
523,2025-12,Carrier C,South,3,3,1
524,2025-01,Carrier A,West,3,3,1
525,2025-05,Carrier C,East,3,6,0
526,2025-02,Carrier A,North,3,3,1
527,2025-10,Carrier B,East,3,1,1
528,2025-01,Carrier B,West,3,2,1
529,2025-10,Carrier A,East,3,1,1
530,2025-07,Carrier A,East,3,3,1
531,2025-11,Carrier B,West,3,1,1
532,2025-09,Carrier B,North,3,3,1
533,2025-02,Carrier B,East,3,4,1
534,2025-12,Carrier C,North,3,6,1
535,2025-09,Carrier A,East,3,1,1
536,2025-08,Carrier C,East,3,2,1
537,2025-03,Carrier B,East,3,3,1
538,2025-12,Carrier A,South,3,2,1
539,2025-02,Carrier C,North,3,5,1
540,2025-10,Carrier C,South,3,6,1
541,2025-06,Carrier C,South,3,5,1
542,2025-05,Carrier A,East,3,2,1
543,2025-03,Carrier A,North,3,3,1
544,2025-02,Carrier C,West,3,4,1
545,2025-06,Carrier A,East,3,3,1
546,2025-05,Carrier A,North,3,2,1
547,2025-06,Carrier B,West,3,2,1
548,2025-12,Carrier C,West,3,3,1
549,2025-06,Carrier B,West,3,3,1
550,2025-04,Carrier A,North,3,2,1
551,2025-04,Carrier C,West,3,6,1
552,2025-06,Carrier A,West,3,3,1
553,2025-05,Carrier C,East,3,6,1
554,2025-04,Carrier C,North,3,3,1
555,2025-06,Carrier A,North,3,3,1
556,2025-08,Carrier C,North,3,3,1
557,2025-12,Carrier B,West,3,2,1
558,2025-12,Carrier A,West,3,4,1
559,2025-02,Carrier A,South,3,3,1
560,2025-03,Carrier B,North,3,2,1
561,2025-09,Carrier C,North,3,3,1
562,2025-12,Carrier B,West,3,4,1
563,2025-08,Carrier C,North,3,4,1
564,2025-06,Carrier A,East,3,4,1
565,2025-01,Carrier C,North,3,5,1
566,2025-06,Carrier C,South,3,3,1
567,2025-11,Carrier C,East,3,2,1
568,2025-04,Carrier A,East,3,2,1
569,2025-10,Carrier C,West,3,2,1
570,2025-06,Carrier A,West,3,3,1
571,2025-12,Carrier B,South,3,1,1
572,2025-06,Carrier C,West,3,4,1
573,2025-05,Carrier B,South,3,1,1
574,2025-09,Carrier A,West,3,4,1
575,2025-11,Carrier C,East,3,4,1
576,2025-09,Carrier B,North,3,4,1
577,2025-04,Carrier C,West,3,5,1
578,2025-12,Carrier B,West,3,2,1
579,2025-09,Carrier A,South,3,2,1
580,2025-10,Carrier A,West,3,2,1
581,2025-06,Carrier C,East,3,5,1
582,2025-09,Carrier B,North,3,3,1
583,2025-07,Carrier B,East,3,3,1
584,2025-03,Carrier A,East,3,3,1
585,2025-01,Carrier C,North,3,2,1
586,2025-09,Carrier B,South,3,2,1
587,2025-10,Carrier A,West,3,1,1
588,2025-07,Carrier A,South,3,2,1
589,2025-05,Carrier A,North,3,1,1
590,2025-12,Carrier B,West,3,3,1
591,2025-09,Carrier A,South,3,3,1
592,2025-01,Carrier C,North,3,4,1
593,2025-09,Carrier B,South,3,4,1
594,2025-12,Carrier B,West,3,1,1
595,2025-03,Carrier C,South,3,6,1
596,2025-11,Carrier A,North,3,3,1
597,2025-05,Carrier A,North,3,1,1
598,2025-10,Carrier C,North,3,2,1
599,2025-02,Carrier C,West,3,3,1
600,2025-07,Carrier B,South,3,3,1
601,2025-08,Carrier A,West,3,1,1
602,2025-08,Carrier C,West,3,2,1
603,2025-04,Carrier B,East,3,4,1
604,2025-06,Carrier B,East,3,1,1
605,2025-11,Carrier A,South,3,3,1
606,2025-04,Carrier A,South,3,4,1
607,2025-08,Carrier B,South,3,1,1
608,2025-09,Carrier A,North,3,3,1
609,2025-08,Carrier B,East,3,1,1
610,2025-06,Carrier C,East,3,2,1
611,2025-04,Carrier A,East,3,4,1
612,2025-08,Carrier C,West,3,2,1
613,2025-12,Carrier B,South,3,3,1
614,2025-05,Carrier A,South,3,3,1
615,2025-01,Carrier A,South,3,1,1
616,2025-01,Carrier B,East,3,2,1
617,2025-08,Carrier C,North,3,4,1
618,2025-07,Carrier B,West,3,3,1
619,2025-03,Carrier B,West,3,1,1
620,2025-07,Carrier B,North,3,4,1
621,2025-10,Carrier C,South,3,2,0
622,2025-09,Carrier A,North,3,4,1
623,2025-11,Carrier A,North,3,2,1
624,2025-02,Carrier B,West,3,3,1
625,2025-04,Carrier C,North,3,2,1
626,2025-01,Carrier C,East,3,3,1
627,2025-02,Carrier A,East,3,4,1
628,2025-04,Carrier C,North,3,3,1
629,2025-04,Carrier B,North,3,2,1
630,2025-05,Carrier B,South,3,3,1
631,2025-03,Carrier C,East,3,3,0
632,2025-11,Carrier B,South,3,2,1
633,2025-08,Carrier A,North,3,3,1
634,2025-11,Carrier B,North,3,4,1
635,2025-01,Carrier B,East,3,2,0
636,2025-07,Carrier A,South,3,2,1
637,2025-06,Carrier A,East,3,3,1
638,2025-12,Carrier C,North,3,6,1
639,2025-08,Carrier B,East,3,1,1
640,2025-10,Carrier C,South,3,5,0
641,2025-09,Carrier B,West,3,3,1
642,2025-01,Carrier B,East,3,3,0
643,2025-03,Carrier A,North,3,4,1
644,2025-12,Carrier A,South,3,3,1
645,2025-02,Carrier A,North,3,2,1
646,2025-04,Carrier C,South,3,3,1
647,2025-01,Carrier A,West,3,4,1
648,2025-12,Carrier B,South,3,3,1
649,2025-10,Carrier C,East,3,4,1
650,2025-08,Carrier B,West,3,2,1
651,2025-08,Carrier A,North,3,2,1
652,2025-03,Carrier B,West,3,3,0
653,2025-10,Carrier A,West,3,3,1
654,2025-12,Carrier A,North,3,3,1
655,2025-02,Carrier C,North,3,3,1
656,2025-04,Carrier B,West,3,2,1
657,2025-01,Carrier C,East,3,5,1
658,2025-03,Carrier C,North,3,6,1
659,2025-05,Carrier C,North,3,6,1
660,2025-11,Carrier B,South,3,1,1
661,2025-01,Carrier A,East,3,4,1
662,2025-01,Carrier A,North,3,3,1
663,2025-12,Carrier B,North,3,3,1
664,2025-12,Carrier C,West,3,4,1
